Timestamp,Type of Publication,Title,Abstract,Authors/Editors,Information,Editor,Taggs,Other:,Issue,Journal
5/11/2011 18:05:45,Article,A complexity perspective on collaborative decision making in organizations: The ecology of group-performance,"Networks of communication are essential when managing corporate work and performing information exchange; the systems must allow them to be dynamic and well-structured. They help provide high organizational performance and innovative capacity. in today's knowledge intense corporations, and this means that organizations must manage the networks strategically. Despite the fact that practitioners are aware of the huge influence of informal communication on decision making, little is known about the underlying principles of efficient employee network collaboration, which is dynamic in nature, especially for complex environments resulting from steady innovation and high competitive pressure. We addressed this issue from a complexity perspective, using an agent based simulation to visualize the key elements of efficient, information-based, collaborative decision making. Our findings suggested that information and communication technologies (ICT) may not be able to leverage corporate performance of the increasingly complex adaptive organizations. There seem to be elementary natural constraints on the cognitive capacities of people dealing with and managing information. Rather than a better technical approach, a more ecologic one is therefore advocated as the best way to improve decision making.","Herbert Simon, Berd-Mathias Adlerb, Walter Baetsc  and Reinhard König",http://dx.doi.org/10.1016/j.im.2011.04.002,Sascha,"Market Dynamics, Social Networks",,220,
5/13/2011 11:03:44,Article,Urban road networks – spatial networks with universal geometric features? A case study on Germany's largest cities,"Urban road networks have distinct geometric properties that are partially determined by their (quasi-) two-dimensional structure. In this work, we study these properties for 20 of the largest German cities. We find that the small-scale geometry of all examined road networks is extremely similar. The object-size distributions of road segments and the resulting cellular structures are characterised by heavy tails. As a specific feature, a large degree of rectangularity is observed in all networks, with link angle distributions approximately described by stretched exponential functions. We present a rigorous statistical analysis of the main geometric characteristics and discuss their mutual interrelationships. Our results demonstrate the fundamental importance of cost-efficiency constraints for the time evolution of urban road networks.","S. H.Y. Chan, R. V. Donner and S. Lämmer",http://epjb.edpsciences.org/index.php?option=com_article&access=doi&doi=10.1140/epjb/e2011-10889-3&Itemid=129,Richard,,ASSYST / CSS,220,
5/13/2011 11:05:52,Article,The geometry of chaotic dynamics - a complex network perspective,"Recently, several complex network approaches to time series analysis have been developed and applied to study a wide range of model systems as well as real-world data, e.g., geophysical or financial time series. Among these techniques, recurrence-based concepts and prominently epsilon-recurrence networks, most faithfully represent the geometrical fine structure of the attractors underlying chaotic (and less interestingly non-chaotic) time series. In this paper we demonstrate that the well known graph theoretical properties local clustering coefficient and global (network) transitivity can meaningfully be exploited to define two new local and two new global measures of dimension in phase space: local upper and lower clustering dimension as well as global upper and lower transitivity dimension. Rigorous analytical as well as numerical results for self-similar sets and simple chaotic model systems suggest that these measures are well-behaved in most non-pathological situations and that they can be estimated reasonably well using epsilon-recurrence networks constructed from relatively short time series. Moreover, we study the relationship between clustering and transitivity dimensions on the one hand, and traditional measures like pointwise dimension or local Lyapunov dimension on the other hand. We also provide further evidence that the local clustering coefficients, or equivalently the local clustering dimensions, are useful for identifying unstable periodic orbits and other dynamically invariant objects from time series. Our results demonstrate that epsilon-recurrence networks exhibit an important link between dynamical systems and graph theory.","R. V. Donner, J. Heitzig, J. F. Donges, Y. Zou, N. Marwan1 and J. Kurths",http://epjb.edpsciences.org/index.php?option=com_article&access=doi&doi=10.1140/epjb/e2011-10899-1&Itemid=129,Richard,Social Networks,ASSYST / CSS,220,
5/13/2011 11:07:05,Article,Web Science Meets Network Science,"A pair of divergent scientific communities discusses their similarities and differences, and search for common ground.",Alex Wright,http://cacm.acm.org/magazines/2011/5/107690-web-science-meets-network-science/fulltext,Richard,Social Networks,ASSYST / CSS,220,
5/13/2011 11:08:48,Article,Polyethism in a colony of artificial ants,"We explore self-organizing strategies for role assignment in a foraging task carried out by a colony of artificial agents. Our strategies are inspired by various mechanisms of division of labor (polyethism) observed in eusocial insects like ants, termites, or bees. Specifically we instantiate models of caste polyethism and age or temporal polyethism to evaluated the benefits to foraging in a dynamic environment. Our experiment is directly related to the exploration/exploitation trade of in machine learning.","Chris Marriott, Carlos Gershenson",http://arxiv.org/abs/1104.3152,Richard,,ASSYST / CSS,220,
5/13/2011 11:10:12,Book,Everything Is Obvious,"Why is the Mona Lisa the most famous painting in the world? Why did Facebook succeed when other social networking sites failed? Did the surge in Iraq really lead to less violence? How much can CEO’s impact the performance of their companies? And does higher pay incentivize people to work hard?

If you think the answers to these questions are a matter of common sense, think again. As sociologist and network science pioneer Duncan Watts explains in this provocative book, the explanations that we give for the outcomes that we observe in life—explanation that seem obvious once we know the answer—are less useful than they seem.",Duncan J. Watts,,Other,"Social Networks, ABM methodical",ASSYST / CSS,220,
5/13/2011 12:04:52,Article,Agent-Based Modeling of Consumer Decision making Process Based on Power Distance and Personality,"Simulating consumer decision making processes involves different disciplines such as: sociology, social psychology, marketing, and computer science. In this paper, we propose an agent-based conceptual and computational model of consumer decision-making based on culture, personality and human needs. It serves as a model for individual behavior in models that investigate system-level resulting behavior. Theoretical concepts operationalized in the model are the Power Distance dimension of Hofstede’s model of national culture; Extroversion, Agreeableness and Openness of Costa and McCrae’s five-factor model of personality, and social status and social responsibility needs. These factors are used to formulate the utility function, process and update the agent state, need recognition and action estimation modules of the consumer decision process. The model was validated against data on culture, personality, wealth and car purchasing from eleven European countries. It produces believable results for the differences of consumer purchasing across eleven European countries.","Omid Roozmanda, Nasser Ghasem-Aghaeea, Gert Jan Hofstedeb, Mohammad Ali Nematbakhsha, Ahmad Baraania and Tim Verwaart",http://dx.doi.org/10.1016/j.knosys.2011.05.001,Sascha,Market Dynamics,,220,Knowledge-Based Systems
5/13/2011 18:44:20,Article,Network Archaeology: Uncovering Ancient Networks from Present-Day Interactions,Many questions about present-day interaction networks could be answered by tracking how the network changed over time. We present a suite of algorithms to uncover an approximate node-by-node and edge-by-edge history of changes of a network when given only a present-day network and a plausible growth model by which it evolved.,"Saket Navlakha, Carl Kingsford",http://dx.doi.org/10.1371/journal.pcbi.1001119,Sascha,Market Dynamics,,220,PLoS Comput Biol
5/13/2011 18:46:21,Article,Learning to cooperate via indirect reciprocity,"Cooperating in the Prisonermodifier letter apostrophes Dilemma is irrational and some supporting mechanism is needed to stabilize cooperation. Indirect reciprocity based on reputation is one such mechanism. Assessing an individualmodifier letter apostrophes reputation requires first-order information, i.e. knowledge about its previous behavior, as it is utilized under image scoring. But there seems to be an agreement that in order to successfully stabilize cooperation, higher-order information is necessary, i.e. knowledge of othersmodifier letter apostrophe previous reputations. We show here that such a conclusion might have been premature. Tolerant scoring, a first-order assessment rule with built-in tolerance against single defections, can lead a society to stable cooperation.",Ulrich Berger,http://dx.doi.org/10.1016/j.geb.2010.08.009,Sascha,Reputation,,220,Games and Economic Behavior
5/18/2011 10:44:58,Book,"The Ekman Code: The Brain, Face and Emotion",,A. Freitas-Magalhaes,,Other,,University Fernando Pessoa Press,Out,
5/19/2011 12:18:12,Other,Social Informatics,"Scope:
Social networks provide a powerful abstraction of the structure and dynamics of diverse kinds of people or people-to-technology interaction. These social network systems are usually characterized by the complex network structures and rich accompanying contextual information. Recent trends also indicate the usage of complex network as a key feature for next generation usage and exploitation of the Web. This journal is focused on the foundations of social networks as well as case studies, empirical, and other methodological works related to the computational tools for the automatic discovery of Web-based social networks. This Journal provides an opportunity to compare and contrast the ethological approach to social behaviour in animals (including the study of animal tracks and learning by members of the same species) with web-based evidence of social interaction, perceptual learning, information granulation, the behaviour of humans and affinities between web-based social networks. The main topics cover the design and use of various computational intelligence tools and software, simulations of social networks, representation and analysis of social networks, use of semantic networks in the design and community-based research issues such as knowledge discovery, privacy and protection, and visualization.
We solicit original research and technical papers not published elsewhere. The papers can be theoretical, practical and application, and cover a broad set of intelligent methods, with particular emphasis on Social Network computing.","Editor-in-Chief
Katarzyna Wegrzyn-Wolska
ESIGETEL, Fontainebleau, France",http://icst.org/social-informatics,Other,Social Networks,Katarzyna Wegrzyn-Wolska,221,ICST Social Informatics Journal 
5/26/2011 14:17:47,Article,An Agent-Based Decision Support System for Hospitals Emergency Departments,"[...] Its general objective is creating a simulator that, used as decision support system (DSS), aids the heads of the ED to make the best informed decisions possible. The defined ED model is a pure Agent-Based Model, formed entirely of the rules governing the behavior of the individual agents which populate the system. Two distinct types of agents have been identified, active and passive. Active agents represent human actors, meanwhile passive agents represent services and other reactive systems. The actions of agents and the communication between them will be represented using Moore state machines extended to include probabilistic transitions. The model also includes the environment in which agents move and interact. With the aim of verifying the proposed model an initial simulation has been created using NetLogo, an agent-based simulation environment well suited for modeling complex systems.","Manel Taboada, Eduardo Cabrera, Ma Luisa Iglesias, Francisco Epelde and Emilio Luque",http://dx.doi.org/10.1016/j.procs.2011.04.203,Sascha,,,221,Procedia Computer Science
5/26/2011 14:19:24,Article,Dynamical Rewiring Processes in Binary Decision Networks ,"We present a dynamical binary opinion model for the emergence of collective decision making based on a generalization of the majority and the minority principle. The network consists of N interacting agents, whose connectivity structure is dynamic, governed by a rewiring process controlled by the actual network state. With the aid of damage spreading techniques we show how the dynamical stability of these models can be largely enhanced by self-organized feedback loops between the network topology and the intrinsic network dynamics. The model provides possible explanations for social behaviour, in particular for the stability and instability of the individual and global opinion during an electoral campaign.",Karl E. Kurten,http://dx.doi.org/10.1016/j.procs.2011.04.155,Sascha,Social Networks,,221,Procedia Computer Science
5/26/2011 14:29:12,Article,Formation and persistence of oppositional identities ,"We develop a dynamic model of identity formation that explains why ethnic minorities may choose to adopt oppositional identities (i.e. some individuals may reject or not the dominant culture) and why this behavior may persist over time. We first show that the prevalence of an oppositional culture in the minority group cannot always be sustained in equilibrium. Indeed, because the size of the majority group is larger, there is an “imposed” process of exposition to role models from the majority group that favors the diffusion of mainstream values in the minority community. In spite of this, an oppositional culture in the minority group can nevertheless be sustained in steady state if there is enough cultural segmentation in terms of role models, or if the size of the minority group is large enough, or if the degree of oppositional identity it implies is high enough. We also demonstrate that the higher the level of harassment and the number of racist individuals in the society, the more likely an oppositional minority culture will emerge. We finally show that ethnic identity and socialization effort can be more intense in mixed rather than segregated neighborhoods.","Alberto Bisin, Eleonora Patacchini, Thierry Verdier and Yves Zenou",http://dx.doi.org/10.1016/j.euroecorev.2011.04.009,Sascha,Societal Transition,,221,European Economic Review
