Timestamp,Title,Content,URL,Editor,Other:,Taggs,Issue
5/22/2011 21:27:05,"Call for Hosts: Intelligent Virtual Agents workshop, September 2012","Since its conception as a small ECAI workshop in 1998, the International Conference Intelligent Virtual Agents (IVA) has become a central event for researchers in synthetic characters, intelligent virtual agents, embodied
conversational agents, and virtual animals. It also has links to work in social robots. Since 2005 IVA has become an annual event, and in 2011 is taking place in Reykjavík, Iceland.
In keeping with past events the aim is to hold the event in September 2012, with an  attendance of around 100.  We are happy to consider proposals both in locations in Europe, and outside of it.
An important goal is to facilitate the participation of students and young researchers, so keeping the cost of attendance low is also an important criterion.",http://www.macs.hw.ac.uk/~ruth/IVA2010,Richard,AISB,,221
5/26/2011 17:28:33,Visiting International Fellowship 2012,"The Department of Sociology at the University of Surrey, Guildford, United Kingdom, has established a Visiting International Fellowship (VIF) to foster the development of sociological research methods. Between one and three Fellowships are awarded by competition each year. The university is located thirty-five miles south-west of London.
The awards are open to those who would value the opportunity to advance methodological understanding, for example by reflecting on methods used in previous empirical research, by validating existing or new methodological procedures, or by reviewing and synthesising methodological approaches. 'Methods' is interpreted widely, ranging from statistical techniques to innovations in qualitative analysis. The Department specialises in social research methods and was ranked 5th in terms of the proportion of 'World Class' research in the UK Research Assessment Exercise (2008).",http://www.surrey.ac.uk/sociology/research/visitinginternationalfellowship/,Sascha,,,221
5/27/2011 16:02:46,Agents Crowd Map,"Matteo Venanzi recently set up an Agents Crowd Map for crowdsourcing research groups that are working on MAS research topics around the world.
At the moment there are 82 groups mapped, organized by some general keywords. This number is rapidly growing and almost all the major leading
groups are now represented.
Everyone is welcome to provide feedbacks and, most important, to contribute to this map and find new groups or modify the existing ones.",http://users.ecs.soton.ac.uk/mv1g10/agentscrowdmap.php,Richard,agents-request,"ABM technical, ABM methodical",221
5/27/2011 16:06:08,Pajek 2.04 / ESNA 2 Book Edition available,"The new version of Pajek 2.04 is available at http://pajek.imfm.si/doku.php?id=download
This version is also the ""Book Edition"" for the second edition of ESNA http://www.cambridge.org/gb/knowledge/isbn/item6436521/Exploratory
Social Network Analysis with Pajek/?site_locale=en_GB
In this version some improvements to export in X3D, SVG, EPS and Kinemages were made. Also some minor bugs were fixed.
On Windows 64 bit a special version of Pajek can use up to 4GB of available computer memory.
For detailed list of new features see the history file http://pajek.imfm.si/doku.php?id=history",http://pajek.imfm.si/doku.php?id=download,Richard,SOCNET,Social Networks,221
5/27/2011 18:46:28,Seven Technologies to Disrupt the Next Decade,"Among the most significant technologies expected to appear in the next decade is augmented reality effected by eyewear and cameras that can add an informational overlay to the wearer's point of view, radically transforming the cityscape and disrupting shopping, advertising, and possibly social interaction. Another technology projected to emerge are telepresence robots, which will enable people to remotely interact across great distances, significantly impacting social rules, the workplace, health care, and travel. Meanwhile, brain-machine interfaces may progress beyond mere thought control of computers and other machines, perhaps enhancing memory and other mental functions and challenging long-cherished concepts about identity, culpability, and the acceptable thresholds of human enhancement. The potential ramifications of software that can automatically evolve technology, such as genetic algorithms, include a disruption of research and development and inventing, and experts say evolved inventions are already having a substantial cumulative impact in the acceleration of innovation. Forecasting will likely take a big leap forward with the advent of text-mining applications that tap the vast corpus of data available online to identify trends and make projections, with significant implications for marketing and government policy.",http://www.newscientist.com/special/seven-technologies-to-disrupt-the-decade,Sascha,,Societal Transition,221
6/10/2011 12:49:24,PRACE Offers Access to Europe's Fastest Supercomputers,"The PRACE Research Infrastructure is making three Tier-0 supercomputers at the highest performance level and 17 national Tier-1 systems available to European researchers in academia and industry. The Tier-0 systems will include HERMIT, a Cray XE6 system that will be installed next fall at the University Stuttgart's High Performance Center. HERMIT will have an initial peak performance of 1 petaflop/s and then a 4-5 petaflop/s second installation step in 2013. Researchers will have access to the 1 petaflop/s IBM BlueGene/P system JUGENE, hosted by the Julich Supercomputing Center, and the Bull Bullx cluster CURIE at Bruyeres-Le-Chatel, which will reach a peak performance of more than 1.6 petaflop/s in its second installation phase in October. ""PRACE is proving to be the European supercomputer infrastructure,"" says European Union commissioner Neelie Kroes. ""PRACE is a key driver for the development of European science and technology and provides vital support to researchers addressing the major challenges of our time like climate change, energy saving, and the aging population.""",http://www.prace-project.eu/news/prace-offers-access-to-europe2019s-fastest-supercomputers,Sascha,,,222
6/10/2011 12:50:53,Google Uses New Tool to Track Dengue Fever Hubs,"Google is developing an early warning system for dengue fever outbreaks by monitoring dengue fever-related search terms by users in at-risk countries such as Bolivia, Brazil, India, Indonesia, and Singapore. ""Using the dengue case count data provided by the Ministries of Health and the World Health Organization, we're able to build a model that offers near real-time estimates of dengue activity based on the popularity of certain search terms,"" says Google's Vikram Sahai. Google is working with researchers at Boston's Children's Hospital and Harvard Medical School on the dengue fever project. The project utilizes Google Correlate, a new service that connects search analysis with data collected in real life. Google Correlate enables researchers to upload their own data sets to compare against Google searches. ""It will of course be highly selective because you'll be picking out the people who are using Google, but of course year on year that's an increasing proportion of the population anyway,"" says Imperial College London professor Peter Sever.",http://www.bbc.co.uk/news/technology-13599859,Sascha,,,222
6/10/2011 14:42:41,International Masters in Computer Science : Intelligent Agents and Multi-Agent Systems Track,"The Department of Mathematics and Computer Science at Paris Descartes University (France) is offering a one year Masters program in agent technology. This program is a specialization track within the Research Masters proposed by the department. It provides a strong theoretical background in Artificial Intelligence (AI) by proposing courses covering several fundamental aspects in AI. The Masters program specializes in Intelligent Agents and Multi-Agent Systems through specific classes covering some of the most important research topics in these areas. It is addressed to students who already have attended a first year Masters program or who have earned a, at least four years, diploma in computer cience.  Courses taken in artificial intelligence will be an advantage. The instruction language is English.",http://www.math-info.univ-paris5.fr/iamas,Richard,agents-request,,222
6/24/2011 12:46:48,"CyberSociety: A study abroad program on complex systems, simulation methods and computational social sciences","CyberSociety: A study abroad program on complex systems, simulation methods and computational social sciences for the Spring of 2012 in the historical and beautiful Budapst is announced.
CyberSociety is a new program offered by the Budapest Semester in Cognitive Science (BSCS) from 2011. BSCS is a study abroad school established in 2003, featuring a unique combination of academic excellence and rich cultural traditions.",http://cybersociety-semester.org/,Sascha,,,223
6/24/2011 19:13:35,Registration for ESSA 2011,Registrations will start Tuesday 28 June 2011,http://www.essa2011.org/index.php/essa2011,Sascha,,,223
7/6/2011 13:19:41,"New issue of Journal of Artificial Societies and Social Simulation, vol. 14(3)","- A Computational Model of Worker Protest by Jae-Woo Kim and Robert Hanneman ( http://jasss.soc.surrey.ac.uk/14/3/1.html )
- Leadership, Violence, and Warfare in Small Societies by Stephen Younger ( http://jasss.soc.surrey.ac.uk/14/3/8.html )
- Multiagent System Applied to the Modeling and Simulation of Pedestrian Traffic in Counterflow by Ana Luisa Ballinas-Hernandez, Angelica Munoz-Melendez and Alejandro Rangel-Huerta ( http://jasss.soc.surrey.ac.uk/14/3/2.html )
- Scale-Free Relationships Facilitate Cooperation in Spatial Games with Sequential Strategy by Tetsushi Ohdaira and Takao Terano ( http://jasss.soc.surrey.ac.uk/14/3/3.html )
- An Agent-Based Model of Sustainable Corporate Social Responsibility Activities by Isamu Okada ( http://jasss.soc.surrey.ac.uk/14/3/4.html )
- Reallocation Problems in Agent Societies: A Local Mechanism to Maximize Social Welfare by Antoine Nongaillard and Philippe Mathieu ( http://jasss.soc.surrey.ac.uk/14/3/5.html )
- Stability of Groups with Costly Beliefs and Practices by Wesley J. Wildman and Richard Sosis ( http://jasss.soc.surrey.ac.uk/14/3/6.html )
- Agent-Based Modeling of Human-Induced Spread of Invasive Species in Agricultural Landscapes: Insights from the Potato Moth in Ecuador by Francois Rebaudo, Veronica Crespo-Perez, Jean-Francois Silvain and Olivier Dangles ( http://jasss.soc.surrey.ac.uk/14/3/7.html )

Furthermore, & a forum contribution (""Challenges in Modelling Social Conflicts: Grappling with Polysemy"") and numerous book reviews are available.",http://jasss.soc.surrey.ac.uk/14/3/,Sascha,,,224
7/8/2011 9:29:22,New cshapes release and dyadic distance data,"Due to popular demand, a new version of cshapes dataset and R package is finished, which computes different types of distances between countries for the post-WWII period. These distances can now be computed both in matrix and list format.",http://nils.weidmann.ws/projects/cshapes,Richard,POLMETH,Policy,224
7/24/2011 23:22:00,"FuturICT and Social Sciences: Big Data, Big Thinking","Imagine storing all the computational information produced in the world in just one year: you would have a pile of DVDs able to reach the Moon and back. How about all the data collected since the beginning of the computer era? The quantity is so huge that traditional units of measurement cannot cope. For this reason a few years ago computer scientists started talking about “Big Data”, referring to the gathering, formatting, analysing and manipulating of a massive amount of digital information.
 
For social scientists, the challenge is now to make sense of all these data in a way that illuminates our social world.  This will involve a collaboration between social scientists, who have the concepts, theories and analytical expertise that are needed, and scientists and engineers, especially computer engineers, physicists, and complexity scientists, who are used to handling vast amounts of data.
 
The European Commission, as part of its Framework 7 Programme, has launched a competition for proposals for “Flagship” research initiatives that will make major advances.  Six themes have been accepted for further development; of these only two will be selected and then funded with €10 billion over ten years.  Among the themes being considered are research programmes in nanotechnology, robots, personalised medicine, and one on understanding complex social systems, called FuturICT.",http://www.unifr.ch/econophysics/editorial/show/id/53,Richard,,"Policy, ABM methodical, Complex Systems",225
7/25/2011 8:41:49,Data Competition: Announcing the Wikipedia Participation Challenge,"We are pleased to announce the launch of the Wikipedia Participation Challenge, a data modeling competition to develop an algorithm that predicts future editing activity on Wikipedia. The competition is hosted by Kaggle, a platform for data modeling and prediction competitions. The Participation Challenge is open to community members and anyone else who is interested in analyzing Wikipedia data.  This is the first of two data competitions the Wikimedia Foundation will sponsor this year.
The goal of this competition is to gain a better understanding of the factors that encourage or discourage people from editing Wikipedia. Increasing the number of active editors is one of our strategic priorities. Both the Wikipedia communities and the Wikimedia Foundation stand to benefit from models that quantify the factors that determine whether a Wikipedia editor is likely to continue contributing. The competition asks contestants to develop a model to predict the number of edits a given editor will make in six month’s time.",http://www.kaggle.com/c/wikichallenge,Richard,SIMSOC,,225
7/25/2011 8:43:02,Cybersociety: a study abroad program on computational socal sciences in Budapest,"CyberSociety: A study abroad program on complex systems, simulation methods and computational social sciences for the Spring of 2012 in the historical and beautiful Budapst is announced.

CyberSociety is a new program offered by the Budapest Semester in Cognitive Science (BSCS) from 2011. BSCS is a study abroad school established in 2003, featuring a unique combination of academic excellence and rich cultural traditions.

Advisory Board: Nigel Gilbert (University of Surrey), David Lazer (Northeastern University, Harvard University), Stefan Thurner (Medical University Vienna), Tamás Vicsek (Eötvös University of Budapest)",http://cybersociety-semester.org/,Richard,SIMSOC,"Social Conflict, Societal Transition, Complex Systems",225
7/25/2011 9:23:30,Computability: New Journal now Accepting Submissions,"Computability is the journal of the Association Computability in Europe and it is published by IOS Press in Amsterdam.

The journal Computability is a peer reviewed international journal that is devoted to publishing original research of highest quality, which is centered around the topic of computability.

The subject is understood from a multidisciplinary perspective, recapturing the spirit of Alan Turing (1912-1954) by linking theoretical and real-world concerns from computer science, mathematics, biology, physics, computational neuroscience, history and the philosophy of computing.",http://www.computability.de/journal/,Richard,agents,"ABM technical, ABM methodical, Complex Systems",225
8/5/2011 11:59:49,A Science of Cities,"Readers might be interested in my new web site/blog that is entitled ""A Science of Cities"". It has various links to ABM and CA as well as more traditional urban models.

Anyone who has material that seems directly relevant and the author obviously haven't incorporated, then you can email him and he will try to embrace it. It is work in progress of course and is changing all the time.",http://www.complexCity.info/,Richard,SIMSOC,,226
8/5/2011 12:34:14,CLE dataset release,"The Constituency-Level Elections (CLE) dataset provides national and
subnational election data at the district level of analysis for
democratic countries worldwide, 1945-2010. The current release
includes:

- User-friendly interface
- Ability to create customizable datasets of select countries and years
- Automatic updates of your own personalized datasets
- New data for ~150 additional elections

The new release can be downloaded on the URL below.",http://www.cle.wustl.edu/,Richard,POLMETH,Policy,226
8/19/2011 18:04:43,Computing giants launch free science metrics,"Mapping the landscape of science is about to get easier than ever before. Google and Microsoft are rolling out free tools that will enable researchers to analyse citation statistics, visualize research networks and track the hottest research fields.",http://www.nature.com/news/2011/110802/full/476018a.html,Sascha,,,227
9/2/2011 11:46:39,IARPA has posted a Broad Agency Announcement for the Open Source Indicators (OSI) Program,"ARPA’s Open Source Indicators (OSI) Program aims to fill this gap by developing methods for continuous, automated analysis of publicly available data in order to anticipate and/or detect significant societal events, such as political crises, humanitarian crises, mass violence, riots, mass migrations, disease outbreaks, economic instability, resource shortages, and responses to natural disasters. Performers will be evaluated on the basis of warnings that they deliver about real-world events.
Required technical innovations include: development of methods that leverage population behavior change in anticipation of, and in response to, events of interest; processing of publicly available data that reflect those population behavior changes; development of data extraction techniques that focus on volume, rather than depth, by identifying shallow features of data that correlate with events; development of multivariate time series models robust to non-stationary, noisy data to reveal patterns that precede events; and innovative use of statistical methods to fuse combinations of time series for generating probabilistic warnings of events. If successful, OSI methods will ""beat the news"" by fusing early indicators of events from multiple publicly available data sources and types. ",http://www.iarpa.gov/solicitations_osi.html,Richard,POLMETH,"Policy, Market Dynamics, Social Conflict, Societal Transition, ABM methodical",228
9/2/2011 12:50:14,The Second Social Learning Strategies Tournament – now open to entries,"We would like to invite you, the members of your research group, and your colleagues to participate in The Second Social Learning Strategies Tournament, which we hope will interest you. The tournament, which has a total of 25,000 euro available as prize money, is now open for entries. The tournament is a competition designed to establish the most effective means to learn in a complex, variable environment. In recent years, there has been a lot of interest (spanning several research fields, but especially economics, anthropology, and biology) in the problem of how best to acquire valuable information from others. The first Social Learning Strategies Tournament, inspired by Robert Axelrod's famous Prisoner's Dilemma tournaments on the evolution of cooperation, attracted over 100 entries from all around the world, and a paper detailing the results was published in the journal Science in 2010. We hope that this tournament will increase understanding of, and stimulate research on, the evolution of learning, as Axelrod's tournament did for the evolution of cooperation.",http://lalandlab.st-andrews.ac.uk/tournament2/,Richard,OpenABM,"Policy, Social Conflict, Societal Transition, ABM technical, ABM methodical, Complex Systems",228
9/2/2011 13:20:57,IBM Builds Biggest Data Drive Ever,"IBM researchers are building a 120-petabyte data repository consisting of 200,000 conventional hard disk drives working together. The drive is 10 times bigger than today's largest storage arrays and is expected to store about 1 trillion files and provide space for more powerful simulations of complex systems. The technologies used to build the data repository could be used to develop similar systems for more conventional commercial computing, according to project leader Bruce Hillsberg. ""This 120-petabyte system is on the lunatic fringe now, but in a few years it may be that all cloud computing systems are like it,"" Hillsberg says. The drives sit in horizontal drawers stacked inside tall racks, and the disks must be cooled with circulating water rather than standard fans. The system will store multiple copies of data on different disks, but when a lone disk dies it will pull data from other drives and write it to the replacement slowly so it can continue working.",http://technews.acm.org/archives.cfm?fo=2011-08-aug/aug-29-2011.html#538598,Sascha,,ABM technical,228
9/2/2011 13:29:53,Watching Viruses 'Friend' a Network,"Tel Aviv University (TAU) researchers have developed PiggyDemic, a Facebook application that enables users to infect each other with a simulated virus, revealing patterns that could allow researchers to gather information on how a virus mutates, spreads through human interaction, and the number of human infections. ""Adding the element of human interaction, and looking at the social networks we belong to, is critical for investigating viral interaction,"" says TAU's Gal Almogy, who developed the application with professor Nir Ben-Tal. PiggyDemic follows the user's newsfeed to determine the people they interact with. Users are labeled ""susceptible,"" ""immune,"" or ""infected"" with various simulated viruses, and can pass them on to their online contacts. Researchers then follow these interactions using network visualization software, which watches the links between users as the viruses are passed on. Accurate modeling of viral dynamics is critical for developing public health policy, according to Almogy. The researchers say that PiggyDemic can serve as a research tool, a teaching tool, a game, and potentially a method for high-resolution, real-time tracking of virus outbreaks.",http://www.aftau.org/site/News2?page=NewsArticle&id=14976,Sascha,,Social Networks,228
9/2/2011 13:34:13,Turning Data Into Democratic Action: Social Apps Lab at CITRIS,"Current projects at the University of California Center for Information Technology Research in the Interest of Society's Social Apps Lab include eradicating dengue fever, reducing asthma, and engaging citizens in local urban issues. ""At the Social Apps Lab, we aim to harness the participatory and creative energies of game play to address social issues,"" says researcher James Holston. The dengue fever app, DengueTorpedo, enables users to mark potential mosquito breeding sites on a map. Users get points for identifying and destroying breeding grounds, as well as recruiting new players. The Social Apps Lab also is developing Pwning Asthma Triggers, a game in which users identify sources of asthma-inducing industrial pollution in Oakland and agricultural pollution in the Central Valley. Another project is CitySandbox, a map-based Web site that aims to bridge the gap between local neighborhood knowledge and larger political institutions. CitySandbox users can mark sites on the map and ask questions of other users. All of the projects aim to engage local residents in critical thinking, gathering data that can be prioritized, and turning the results into civic action, according to Holston.",http://citris-uc.org/news/social_apps_lab_citris2011,Sascha,,Societal Transition,228
9/2/2011 13:37:44,C++ Upgrade Wins Unanimous Approval,"Due to the recent unanimous approval of the C++ language upgrade, known as C++11, the International Organization for Standards (ISO) is allowing developers to create parallel algorithms for higher performance, according to the ISO C++ standards committee chair Herb Sutter. C++ is used to build the compilers and runtimes for almost all computing languages, all major Web browsers, and all major operating systems. C++11 features lambda functions, which are crucial to parallel algorithms and revolutionize the use of the existing Standard Template Library. ""What's already there in the C++98 standard library will immediately become even easier to use,"" Sutter says. The new language also features types for portable, lock-free programming, auto and decltype functions, and smart pointers. The next step for the C++ standard is for compilers to conform to it in the next few years. ""While that happens, the standards committee will continue to build on the great new language features already in C+11 by continuing to add to C++'s standard library so that a larger portable library [that does not require new language features beyond those already in C++11] will be available 'in the box' with every C++ implementation,"" Sutter says.",http://www.infoworld.com/d/application-development/c-upgrade-gets-unanimous-approval-170061,Sascha,,ABM technical,228
9/20/2011 15:38:51,Intelligent systems seek to simulate the migration processes,"Researchers at Group Information Technology and Artificial Intelligence of the Polytechnic University of Valencia (UPV) and Boeing Research and Technology Europe are conducting a project analyzing the phenomena present in migrations. The project is using multi-agent technology to simulate the social behavior of people during and after a crisis, including natural disasters, economic crises, political upheaval, and health scares. The researchers have implemented an artificial economy to represent the influence of labor and financial markets over the flow of people on certain migratory routes. Multi-agent systems can be used to study complex systems because they incorporate the interactions between agents and the properties that emerge at higher levels, says UPV researcher Vincente Botti. ""Among the most important for our study are the study and analysis of patterns of human behavior and different animal species,"" Botti says. The researchers say the agent technology contributes to defining complex behaviors of the entities involved in each scenario, modeling the processes and activities at individual and organizational units in each stage and simulating the behavior of the models.",http://www.alphagalileo.org/ViewItem.aspx?ItemId=112442&CultureCode=en,Sascha,,"Societal Transition, Complex Systems",229
9/30/2011 10:33:42,Cybersociety Semester: Second Call For Students for the 2012 Spring Semester,"Our new study abroad (SA) program ""CyberSociety"", which was announced earlier, is approaching its first term. We are making steady progress about the program's details and the specifics of the affiliation with Eötvös University in Budapest. Application deadline is November 15.
The CyberSociety semester deals with innovative approaches in the social sciences. Besides sociology and social science majors susceptible to learn and adopt computational methods, the program expects physics, computer science, mathematics and different science majors with an interest to apply modeling and quantitative tools to social phenomena.",http://cybersociety-semester.org,Sascha,,"Reputation, Social Conflict, Social Networks, Societal Transition, ABM methodical, Complex Systems",230
9/30/2011 11:16:35,ORA Software Update,ORA 2.3.6 (for Windows 32-bit and 64-bit) is now available on the CASOS website.,http://www.casos.cs.cmu.edu/projects/ora/software.php.,Richard,SOCNET,Social Networks,230
9/30/2011 11:20:13,Pajek 2.05 available / also full 64 bit version,"The new version of Pajek 2.05 is available. This version comes in 3 variants:
  - standard 32 bit variant
  - extended 32 bit variant for 64 bit Windows - can use 4G memory
  - full 64 bit variant - can use all the available memory
Several improvements were made. For detailed list see the history file http://pajek.imfm.si/doku.php?id=history",http://pajek.imfm.si/doku.php?id=download,Richard,SOCNET,Social Networks,230
9/30/2011 11:54:04,Call for Bids to host EASSS-2012,"The European Association for Multi-Agent Systems (EURAMAS) invites proposals to host the 14th European Agent Systems Summer School (EASSS), to be held preferably between May and August 2012. Plain text or PDF proposals should be emailed to easss@euramas.org by 21th of October 2011.  For information about EURAMAS see http://www.euramas.org and for information about the last edition of EASSS see http://eia.udg.edu/easss2011/.",http://eia.udg.edu/easss2011/,Richard,agents-request,"ABM technical, ABM methodical",230
9/30/2011 12:03:28,ACM/SIGART Autonomous Agents Research Award 2012,"Nominations are solicited for the 2012 ACM/SIGART Autonomous Agents Research Award. This award is made for research excellence in the area
of autonomous agents. It is intended to recognize researchers whose current work is an important influence on the field. The award is an official ACM award, funded by an endowment created by ACM SIGART from the proceeds of previous Autonomous Agents conferences.  The recipient of the award will receive a monetary prize and a certificate, and will be expected to present a plenary talk at the AAMAS-2012 conference in Valencia (http://aamas2012.webs.upv.es/). Deadline for nominations: 2 December 2011",http://sigart.acm.org/aaaward.htm,Richard,agents-request,"ABM technical, ABM methodical",230
9/30/2011 17:34:09,A Made-to-Measure Social Network for the Academic World,"Ecole Polytechnique Federale de Lausanne (EPFL) researchers have developed Graaasp, an academic social network that responds to the specific needs of the academic world concerning project management and knowledge sharing. The Graaasp project, which recently went online, is designed to be as simple as possible to use while remaining an extensive tool for scientists and students. The main difference between Graaasp and other social networks is that Graaasp focuses on the activities that bring users together, rather than the users themselves. Graaasp accommodates several different types of elements, including contacts, private and public subspaces, multimedia resources, and Web applications. In addition to applications that can be found anywhere on the Web, Graaasp also provides applications that are specifically developed to fit the needs of teaching. ""Our students can thus perform their practical work online, using a small piece of software that can be found in Graaasp,"" says EPFL scientist Denis Gillet. He notes that ""now that the basic platform is functional, we're expecting an organic pattern of adoption, directly involving the users.""",http://actu.epfl.ch/news/a-made-to-measure-social-network-for-the-academic-/,Sascha,,Social Networks,230
9/30/2011 17:40:20,FuturICT related: Crowd Mentality,"University of California, Irvine (UCI) researchers are part of a national team developing statistical models based on the concept that crowdsourcing can be used to forecast the future. UCI researchers, backed by a U.S. Intelligence Advanced Research Projects Activity grant, are collaborating with scientists from the University of Maryland, the University of Michigan, Ohio State University, Fordham University, Wake Forest University, and Wichita State University. The researchers recently launched models using Forecasting Ace, software that collects individual opinions on the likelihood of certain events within a specified time frame. Before providing input, contributors must complete a short questionnaire in which they rate their subject matter expertise in areas such as science and technology, business and the economy, politics and policy, military and security, and sports and health. Forecasting Ace then analyzes the collected data using models of human decision-making that were created by the UCI researchers. The qualitative and quantitative results from the different studies have led to new ways of identifying experts by combining self-reported expertise levels and behavioral responses in the models.",http://www.uci.edu/features/2011/09/feature_forecast_110919.php,Sascha,,"Reputation, Societal Transition",230
10/13/2011 17:00:13,New ESSA SIG: Spatial and Ecological-Economic issues,"There is a new Special Interest Group (SIG): Spatial and Ecological-Economic issues.
More information is available at the new website!",http://www.essa.eu.org/Special%20Interest%20Groups/SIGSEESpecialInterestGroupOnSpatialAndEcologicalEconomicIssues,Sascha,,Spatial and Ecological-Economic,231
